code_gestion;numero_uai;mel;denomination_principale_uai;patronyme_uai;adresse_uai;code_postal_uai;localite_acheminement_uai;numero_telephone_uai;mel_uai;enquete;nature_uai;specificite_uai;nouveau;numero_siren_siret_uai
a25;0912140G;;CTR DE FORMATION D APPRENTIS;INTERPROFESSIONNEL G.EIFFEL;30  ROUTE DE LONGJUMEAU;91380;CHILLY MAZARIN;0169741550;centre.gustave.eiffel@centre-gustave-eiffel.com;1;600;;present_enquete_sifa;
a25;0912267V;;CTR DE FORMATION D APPRENTIS;FDME;3 CHEMIN DE LA GRANGE FEU LOUIS;91035;EVRY CEDEX;0160797562;c.rechaussat@fdme91.fr;1;600;;present_enquete_sifa;13001727000559
a25;0912268W;;CTR DE FORMATION D APPRENTIS;AFTI;DOMAINE DE CORBEVILLE;91401;ORSAY CEDEX;0169330550;marie-claude.gernelle@thalesgroup.com;1;600;;present_enquete_sifa;
a25;0912398M;;CTR DE FORMATION D'APPRENTIS;GRAND DÔME DE VILLEBON - FFJDA;3 rue du Grand Dôme;91140;VILLEBON SUR YVETTE;0140521633;formation@ffjudo.com;;600;;nouveau;
a25;0912405V;;ORGANISME FORMATION-CFA;TRANSPORT ET LOGISTIQUE AFTRAL;Chemin de la Noue Rousseau;91220;LE PLESSIS PATE;0160854610;jacques.lebeau@aftral.com;;605;;nouveau;30540504501502
a25;0921379Z;;CTR DE FORMATION D APPRENTIS;METIERS DU BATIMENT BTP CFA;35  RUE DU MARQUIS DE CORIOLIS;92500;RUEIL MALMAISON;0147320281;cfabtp.rueil@ccca-btp.fr;1;600;;present_enquete_sifa;77566214100024
a25;0921667M;;CTR DE FORMATION D APPRENTIS;CARROSSERIE AUTOMOBILE;65 BOULEVARD GALLIENI;92390;VILLENEUVE LA GARENNE;0141474006;hgarsi@cfa-carrosserie.fr;1;600;;present_enquete_sifa;
a25;0922139A;;INSTITUT SUPERIEUR DE FORMATIO;ISIFA - PLUSVALUES;3 rue VAUDETARD;92130;ISSY LES MOULINEAUX;0140951011;info@isifa.fr;;480;APP;nouveau;34208107200056
a25;0922274X;;CTR DE FORMATION D APPRENTIS;EUGENE DUCRETET;84 RUE VILLENEUVE;92110;CLICHY;0147307439;js@ducretet.net;1;600;;present_enquete_sifa;39074560200016
a25;0922275Y;;CTR DE FORMATION D APPRENTIS;IFPM;4  BOULEVARD DU LEVANT;92000;NANTERRE;0141209000;s.le-miere@ifpm.com;1;600;;present_enquete_sifa;
a25;0922292S;;CTR DE FORMATION D APPRENTIS;AFI 24;18  RUE HOCHE;92800;PUTEAUX;0149670300;a.meyer@afi24.org;1;600;;present_enquete_sifa;
a25;0922377J;;CTR DE FORMATION D APPRENTIS;ISIFA;3  RUE VAUDETARD;92130;ISSY LES MOULINEAUX;0140951011;n.ortego@isifa.fr;1;600;;present_enquete_sifa;
a25;0922379L;;CTR DE FORMATION D APPRENTIS;AGEFA PME ILE DE FRANCE;42  QUAI DE DION BOUTON;92806;PUTEAUX CEDEX;0149037126;mGerbi@agefa.orp;1;600;;present_enquete_sifa;40109504700031
a25;0922384S;;CTR DE FORMATION D APPRENTIS;SUP DE VINCI;12  AVENUE LEONARD DE VINCI;92401;COURBEVOIE CEDEX;0141167277;anne-France.clemendot@devinci.fr;1;600;;present_enquete_sifa;40955435900011
a25;0922387V;;CTR DE FORMATION D APPRENTIS;ENERGIE MOTORISATIONS;232  AVENUE NAPOLEON BONAPARTE;92500;RUEIL MALMAISON;0147526437;laurence.carotenuto@ifpen.fr;1;600;;present_enquete_sifa;
a25;0922451P;;CTR DE FORMATION D APPRENTIS;CEFIPA;93  BOULEVARD DE LA SEINE;92000;NANTERRE;0155178080;dfailly@cesi.fr;1;600;;present_enquete_sifa;40900342300038
a25;0922454T;;CTR DE FORMATION D APPRENTIS;CESFA - BTP;93  AVENUE BOULEVARD DE LA SEINE;92000;NANTERRE;0155178000;cefipa@cesi.fr;1;600;;present_enquete_sifa;
a25;0922585K;;CTR DE FORMATION D APPRENTIS;MECAVENIR;12 BIS RUE DES PAVILLONS;92800;PUTEAUX;0155232424;info@supii.fr;1;600;;present_enquete_sifa;
a25;0922594V;;CTR DE FORMATION D APPRENTIS;C3CFA;101 rue DE LA FONTAINE GRELOT;92160;ANTONY;0142371234;katia.rindoff@c3cfa.com;1;600;;present_enquete_sifa;
a25;0922607J;severine.rempp@laposte.net;CTR DE FORMATION D APPRENTIS;LE STUDIO;3  RUE EDMOND FANTIN;92600;ASNIERES SUR SEINE;0147909533;cfa@studio-asnieres.com;1;600;;present_enquete_sifa;
a25;0922614S;;ETAB ENS SUP TECHNIQUE PRIVE;HITEMA - HIGH-TECH MANAGEMENT;48 rue CAMILLE DESMOULINS;92130;ISSY LES MOULINEAUX;0141330300;info@hitema.fr;;440;APP;nouveau;
a25;0922627F;;CTR DE FORMATION D APPRENTIS;METIERS TERRITORIAUX;165  RUE JEAN-JACQUES ROUSSEAU;92130;ISSY LES MOULINEAUX;0146484632;valerie.paumierbancel@cnfpt.fr;1;600;;present_enquete_sifa;18001404501643
a25;0922628G;;CTR DE FORMATION D APPRENTIS;LEEM APPRENTISSAGE;15  RUE RIEUX;92517;BOULOGNE BILLANCOURT CEDEX;0141102638;m.honore@leem-apprentissage.fr;1;600;;present_enquete_sifa;
a25;0922650F;;CTR DE FORMATION D APPRENTIS;DE L'ASSURANCE;172 bis de la République;92817;PUTEAUX CEDEX;0147765800;ychazelas@ifpass.fr;1;600;;present_enquete_sifa;78420275600135
a25;0922661T;cfa@cfa-sante.fr;CTR DE FORMATION D APPRENTIS;ADAFORSS;104 rue Rivay;92300;LEVALLOIS PERRET;0145611789;contact@adaforss.fr;1;600;;present_enquete_sifa;
a25;0922663V;;INST ECO SC GEST BOULOGNE-BILL;;1 parvis de la Défense;92000;NANTERRE;0320545892;;;445;APP;nouveau;78370705200032
a25;0922673F;;CTR DE FORMATION D APPRENTIS;METIERS DE LA COMPTABILITE;20 bis bd JARDINS BOIELDIEU;92800;PUTEAUX;0144408045;francoise.pons@igefi.net;1;600;;present_enquete_sifa;
a25;0922675H;;CTR DE FORMATION D APPRENTIS;AFORP;34 avenue Charles de Gaulle;92200;NEUILLY SUR SEINE;0155242260;;1;600;;present_enquete_sifa;
a25;0922729S;;ECOLE 2D DEGRE PROF.PRIVEE;CERF;23 rue du 8 Mai 1945;92000;NANTERRE;0141370760;le.cerf@wanadoo.fr;;320;APP;nouveau;41750187100020
a25;0922778V;;CTR DE FORMATION D APPRENTIS;DES METIERS DE L'ENERGIE IDF;45 rue KLEBER;92300;LEVALLOIS PERRET;0182248277;cfa-metiers-energie@edf.fr;1;600;;present_enquete_sifa;
a25;0922791J;;CTR DE FORMATION D APPRENTIS;METIERS BANQUE ET FINANCE D'IL;1  PLACE DE LA PYRAMIDE;92800;PUTEAUX;0141025950;;1;600;;present_enquete_sifa;
a25;0922852A;;ORGANISME DE FORMATION-CFA;PROFIL SOURCING LEVALLOIS-PERR;6 rue Jacques Ibert;92300;LEVALLOIS PERRET;0180887430;contact@profilsourcing.com;;605;;nouveau;79134676000030
a25;0922853B;;ORGANISME FORMATION-CFA;IDRAC SARL PUTEAUX;20 bis jardin Boieldieu;92800;PUTEAUX;0144408040;fx.degoix@reseau-cd.fr;;605;;nouveau;42072056700189
a25;0922854C;;ORGANISME FORMATION-CFA;PRO-ALTERNA SARL PUTEAUX;20 bis jardin Boieldieu;92800;PUTEAUX;0185085204;fx-degoix@reseau-cd.fr;;605;;nouveau;39913469100258
a25;0922856E;;ECOLE;SANTE ET JURIDIQUE;171 avenue Charles de Gaulle;92200;NEUILLY SUR SEINE;0155622121;direction@ecole-sante.fr;;430;APP;nouveau;79196717700019
a25;0922858G;;ORGANISME FORMATION-CFA;ZFORMATION NANTERRE;184 rue Abdelmalek Sayad;92000;NANTERRE;0671851877;zformation1@gmail.com;;605;;nouveau;
a25;0922860J;;ORGANISME FORMATION-CFA;MK'UP - MK CONSEILS (KBIS);8 terrasse Bellini;92800;PUTEAUX;0141970180;c.pastour@mkup.fr;;605;;nouveau;33155346100033
a25;0922863M;;ORGANISME DE FORMATION-CFA;IMIE PARIS INSTITUT DE LA FILI;70 rue Anatole France;92300;LEVALLOIS PERRET;0141057380;contact@imie-paris.fr;;605;;nouveau;82907572000013
a25;0922864N;;ORGANISME DE FORMATION-CFA;SIPCA;12 rue Anatole France;92000;NANTERRE;0609112346;juridique@ynov.com;;605;;nouveau;37910926700052
a25;0922865P;;ORGANISME DE FORMATION-CFA;GTIF;140 avenue Paul Doumer;92500;RUEIL MALMAISON;0141420600;philippe.francois@gtif.fr;;605;;nouveau;35383201700068
a25;0922866R;;ORGANISME DE FORMATION-CFA;CULTURAVOX.NET;9 allée de l'Arche - Tour Egée;92400;COURBEVOIE;0182882933;contact@CulturaVox.net;;605;;nouveau;79365096100030
a25;0922869U;;ORGANISME FORMATION-CFA;IFCV;70 rue Anatole France;92300;LEVALLOIS PERRET;0141057380;valerie.buisson@ifcv.fr;;605;;nouveau;87990046200018
a25;0922870V;;ORGANISME FORMATION-CFA;METIERS DES INDUSTRIES DE SANT;15 rue Rieux;92100;BOULOGNE BILLANCOURT;0184761480;m.honore@leem-apprentissage.org;;605;;nouveau;45212801000041
a25;0922873Y;;ORGANISME DE FORMATION-CFA;ELYON COMPANY FORMATION;16 place de l'Iris;92400;COURBEVOIE;0155812053;elm@elyoncompany.com;;605;;nouveau;82895190500029
a24;0930929E;;LYCEE PROFESSIONNEL PRIVE;JEANNE LA LORRAINE;3 BOULEVARD DU NORD;93340;LE RAINCY;0143818378;ce.0930929E@ac-creteil.fr;;320;APP;nouveau;78560114700024
a24;0930946Y;;LYCEE PROFESSIONNEL PRIVE;SAINT VINCENT DE PAUL;25  RUE ALBERT WALTER;93200;ST DENIS;0148223456;ce.0930946Y@ac-creteil.fr;;320;APP;nouveau;78562098000017
a24;0931618D;;CTR DE FORMATION D APPRENTIS;CAMPUS DES METIERS ET DE L'ENT;91  RUE EDOUARD RENARD;93000;BOBIGNY;0141833845;;1;600;;present_enquete_sifa;18930003100011
a24;0931815T;;CTR DE FORMATION D APPRENTIS;DU BATIMENT ET DES TRAVAUX PUB;1 RUE DU BALLON;93160;NOISY LE GRAND;0143050476;;1;600;;present_enquete_sifa;
a24;0931869B;;GRETA MTI 93;LGT GUSTAVE EIFFEL;16 chemin de la Renardière;93220;GAGNY;0148364986;;;710;;nouveau;19932119100025
a24;0931871D;;GRETA  MTE 93;LGT CONDORCET;31  RUE DESIRE CHEVALIER;93105;MONTREUIL CEDEX;0148578350;;;710;;nouveau;19930122700021
a24;0932217E;;CTR DE FORMATION D APPRENTIS;CEFAA;AVENUE JEAN FOURGEAUD;93421;VILLEPINTE CEDEX;0149634247;;1;600;;present_enquete_sifa;
a24;0932230U;;CTR DE FORMATION D APPRENTIS;DU BATIMENT ET T.P.;21 rue PRAIRIAL;93200;ST DENIS;0149713030;;1;600;;present_enquete_sifa;
a24;0932305A;;CTR DE FORMATION D APPRENTIS;DU SPECTACLE VIVANT ET DE L'AU;92 AVENUE GALLIENI;93170;BAGNOLET;0148972516;;1;600;;present_enquete_sifa;
a24;0932309E;;CTR DE FORMATION D APPRENTIS;DE LA CCI PARIS ILE DE FRANCE;CÎTE DESCARTES 2 BD B PASCAL;93162;NOISY LE GRAND CEDEX;0145926000;;1;600;;present_enquete_sifa;
a24;0932330C;;CTR DE FORMATION D APPRENTIS;LIBRAIRIE PAPETERIE DE DETAIL,;12  RUE DE VINCENNES;93100;MONTREUIL;;;1;600;;present_enquete_sifa;
a24;0932331D;;CTR DE FORMATION D APPRENTIS;METIERS DE LA COMMUNICATION ET;80 rue Jules Ferry;93170;BAGNOLET;;;1;600;;present_enquete_sifa;
a24;0932342R;;CTR DE FORMATION D APPRENTIS;ARTS DU CIRQUE;1  RUE DES CHEMINOTS;93200;ST DENIS;;;1;600;;present_enquete_sifa;
a24;0932343S;;CTR DE FORMATION D APPRENTIS;CAMAS FORMATIONS;7 rue IMPASSE NIEPCE;93290;TREMBLAY EN FRANCE;;;1;600;;present_enquete_sifa;
a24;0932455N;;HETIC;HTES ETUDES TECHN INFO COMM;27 BIS RUE DU PROGRES;93100;MONTREUIL;0144392110;beaux@hetic.net;;440;APP;nouveau;
a24;0932467B;;UFA FENELON;CFA MET AGRICULTURE;1 RUE DE MONTAUBAN;93410;VAUJOURS;0149636228;;0;600;;present_non_enquete_sifa;
a24;0932469D;;CTR DE FORMATION D APPRENTIS;CNAM IDF;61 rue DU LANDY;93200;ST DENIS;0140272461;;1;600;;present_enquete_sifa;
a24;0932490B;;CTR FORMATION APPRENTIS AGRIC;;1 RUE DE MONTAUBAN;93410;VAUJOURS;;;0;600;;present_non_enquete_sifa;
a24;0932492D;;CTR DE FORMATION D APPRENTIS;INCM-CFA;47 RUE DU COMMANDANT ROLLAND;93350;LE BOURGET;;;1;600;;present_enquete_sifa;
a24;0932505T;;CTR DE FORMATION D APPRENTIS;DES METIERS DE LA POSTE FORMAP;9 rue du Docteur Finot;93200;ST DENIS;;;1;600;;present_enquete_sifa;
a24;0932645V;;EURIDIS;;62  RUE DU LANDY;93210;ST DENIS;;b.hasson@euridis.net;;445;APP;nouveau;41014119600056
a24;0932745D;;CTR DE FORMATION D APPRENTIS;ECMGP;66 rue des vannesses;93420;VILLEPINTE;0665294391;vincent.charlery@ecmgrandparis.fr;;605;;nouveau;84412112900010
a24;0932747F;;CTR DE FORMATION D'APPRENTIS;ISI;90 rue des Vannesses;93420;VILLEPINTE;;;;605;;nouveau;41472896400019
a24;0932748G;;CTR DE FORMATION D'APPRENTIS;PROZDOR;8 avenue Henri Barbusse;93000;BOBIGNY;;;;605;;nouveau;78906402900018
a24;0932750J;;CTR DE FORMATION D APPRENTIS;CFM;8 rue Primo Levi;93000;BOBIGNY;;;;605;;nouveau;49943461100020
a24;0932751K;;CTR DE FORMATION D APPRENTIS;AFPA ENTREPRISES;3 rue Franklin;93100;MONTREUIL;;;;605;;nouveau;82409268800012
a24;0932753M;;CTR DE FORMATION D APPRENTIS;SIMPLON;55 rue de Vincennes;93100;MONTREUIL;;;;605;;nouveau;79279132900016
a24;0932754N;;CENTR FORM APPRENTIS;IAF;7 impasse Nicephore Niepce;93290;TREMBLAY EN FRANCE;;;;605;;nouveau;45211949800015
a24;0941466H;;CTR DE FORMATION D APPRENTIS;COUVERTURE PLOMBERIE;PLACE SAN BENEDETTO DEL TRONTO;94140;ALFORTVILLE;0153481340;;1;600;;present_enquete_sifa;77566194500045
a24;0941609N;;CTR DE FORMATION D APPRENTIS;DU MARCHE INERN. DE RUNGIS - D;1 rue DE LA ROCHELLE;94569;RUNGIS CEDEX 2;0146864373;;1;600;;present_enquete_sifa;77565735600033
a24;0941832F;;GRETA MTE 94;LPO LANGEVIN WALLON;126 avenue Roger Salengro;94507;CHAMPIGNY SUR MARNE CEDEX;0145161919;;;710;;nouveau;19940113400028
a24;0941852C;;GRETA  MTI 94;LPO MAXIMILIEN PERRET;Place SAN BENEDETTO DEL TRONTO;94140;ALFORTVILLE;0148080793;;;710;;nouveau;19940126600044
a24;0941906L;;CENTRE DE FORMATION D'APPRENTI;CHAMBRE COMMERCE INDUST PARIS;5 place de la Gare des Saules;94310;ORLY;0141760070;;1;600;;present_enquete_sifa;13001727000690
a24;0941915W;;LYCEE PROFESSIONNEL PRIVE;ESPACE BEAUTE THALGO;16 rue D'ALSACE LORRAINE;94100;ST MAUR DES FOSSES;0148897171;;;320;APP;nouveau;35169722200013
a24;0941925G;;CTR DE FORMATION D APPRENTIS;ENVIRONNEMENT ET HYGIENE DES L;34 BOULEVARD MAXIME GORKI;94800;VILLEJUIF;0146774050;;1;600;;present_enquete_sifa;32187778900040
a24;0941939X;;CTR DE FORMATION D APPRENTIS;CFA SUP 2000;Place Jean Jaurès;94410;ST MAURICE;0143536794;;1;600;;present_enquete_sifa;
a24;0941940Y;;CTR DE FORMATION D APPRENTIS;CFA DE LA CHAMBRE DE METIERS E;25 avenue Raspail;94107;ST MAUR DES FOSSES CEDEX;0149765024;;1;600;;present_enquete_sifa;18940001300034
a24;0942024P;;CTR FORMATION APPRENTIS AGRIC.;AFASEC DE GROS BOIS;DOMAINE DE GROSBOIS;94470;BOISSY ST LEGER;0145692343;;1;600;;present_enquete_sifa;
a24;0942095S;;EC INFORMATIQUE TECH AVANCEES;;14 rue Voltaire;94276;LE KREMLIN BICETRE CEDEX;0144080101;joel.courtois@epita.fr;;580;AP1;nouveau;44322022300012
a24;0942169X;;INST.EURO.FROM.INGE.INFOR.;IEF2I;10 cours LOUIS LUMIERE;94300;VINCENNES;0149575959;lzacarias@ief2i.fr;;445;APP;nouveau;41904518200013
a24;0942202H;;CTR DE FORMATION D APPRENTIS;ACADEMIQUE DE CRETEIL;12  RUE GEORGES ENESCO;94025;CRETEIL CEDEX;;;1;600;;present_enquete_sifa;
a24;0942215X;;CTR DE FORMATION D APPRENTIS;AFANEM;Place SAN BENEDETTO DEL TRONTO;94140;ALFORTVILLE;0143535185;;1;600;;present_enquete_sifa;
a24;0942217Z;;CTR DE FORMATION D APPRENTIS;INFA INSTITUT NATIONAL DE FORM;5 RUE ANQUETIL;94130;NOGENT SUR MARNE;0145144699;;1;600;;present_enquete_sifa;78574029100253
a24;0942262Y;;CTR DE FORMATION D APPRENTIS;AFORPA METIERS DE L'AUTOMOBILE;150  RUE DU MARECHAL LECLERC;94410;ST MAURICE;;;1;600;;present_enquete_sifa;78466255300139
a24;0942288B;;CTR DE FORMATION D APPRENTIS;GESTES FORMATION;6 chemin DES MECHES;94000;CRETEIL;;;1;600;;present_enquete_sifa;
a24;0942436M;;CTR DE FORMATION D APPRENTIS;RUNGIS ACADÉMIE;3 rue du Caducée;94098;CRETEIL CEDEX 9;0156346974;;0;600;;present_non_enquete_sifa;
a24;0942446Y;;CTR DE FORMATION D'APPRENTIS;IFOCOP;5 rue du Caducée;94550;CHEVILLY LARUE;;;;605;;nouveau;77573724000322
a24;0942447Z;;CTR DE FORMATION D APPRENTIS;IFTE IDF;92 avenue du Général De Gaulle;94000;CRETEIL;;;;605;;nouveau;79350774000033
a24;0942448A;;CTR DE FORMATION D APPRENTIS;CDAF FORMATION;11 avenue du Val de Fontenay;94120;FONTENAY SOUS BOIS;;;;605;;nouveau;44536997800041
a24;0942449B;;CTR DE FORMATION D APPRENTIS;ETNA;15 rue Maurice Grandcoing;94200;IVRY SUR SEINE;;;;605;;nouveau;47912040400054
a25;0951285F;;CTR DE FORMATION D APPRENTIS;GARAC;3 BOULEVARD GALLIENI;95102;ARGENTEUIL CEDEX;0134343740;ejamy@garag.com;1;600;;present_enquete_sifa;
a25;0951286G;;CTR DE FORMATION D APPRENTIS;ADOLPHE CHAUVIN CCI PARIS IDF;22 RUE DES BEAUX SOLEILS;95520;OSNY;0130753838;ifa-chauvin@cci-paris-idf.fr;1;600;;present_enquete_sifa;18780004000110
a25;0951625A;;CTR DE FORMATION D APPRENTIS;METIERS BATIMENT BTP CFA;18 BIS RUE FERDINAND BUISSON;95120;ERMONT;0134157752;cfabtp.ermont@ccca-btp.fr;1;600;;present_enquete_sifa;77566214100073
a25;0951684P;;CTR DE FORMATION D APPRENTIS;PROMOTRANS;17 route Nationale;95500;GONESSE;0139870644;dpetit@promotrans.fr;1;600;;present_enquete_sifa;77568013500057
a25;0951721E;;CTR DE FORMATION D APPRENTIS;GESCIA CCI PARIS IDF;14 PLACE DU CARDINAL MERCIER;95880;ENGHIEN LES BAINS;0130108095;fmancini@gescia.fr;1;600;;present_enquete_sifa;18780004000243
a25;0951798N;;CTR DE FORMATION D APPRENTIS;ITESCIA CCI PARIS IDF;8 rue Pierre de Coubertin;95300;PONTOISE;0130753636;gdeunf@itescia.fr;1;600;;present_enquete_sifa;18780004000128
a25;0951830Y;;CTR DE FORMATION D APPRENTIS;FRATERNITE ST JEAN;12 RUE DU MARECHAL JUIN;95210;ST GRATIEN;0134173044;fraternite.jean@wanadoo.fr;1;600;;present_enquete_sifa;
a25;0951929F;;CTR DE FORMATION D APPRENTIS;ESSEC;AVENUE BERNARD HIRSCH;95021;CERGY PONTOISE CEDEX;0134433000;houry@essec.fr;1;600;;present_enquete_sifa;
a25;0951938R;;CTR DE FORMATION D APPRENTIS;INSTITUT ENVIRONNEMENT URBAIN;RUE D ECANCOURT;95280;JOUY LE MOUTIER;0134327800;manuel.lemaire@veolia.com;1;600;;present_enquete_sifa;
a25;0951947A;;CTR DE FORMATION D APPRENTIS;AFFIDA;106 BOULEVARD HELOISE;95104;ARGENTEUIL CEDEX;0134341171;iberthe@affida.org;1;600;;present_enquete_sifa;
a25;0951963T;;CTR DE FORMATION D APPRENTIS;CMA VAL D'OISE;18 RUE DES BOUQUINVILLES;95600;EAUBONNE;0134274483;perroteau@cma95.fr;1;600;;present_enquete_sifa;18950901100038
a25;0952209K;;CTR DE FORMATION D APPRENTIS;METIERS DE L'AERIEN;385 chemin DE LA PISTE;95500;BONNEUIL EN FRANCE;0164538860;contact@cfa-afmae.fr;;600;;nouveau;
a25;0952254J;;ORGANISME DE FORMATION-CFA;IFCAE CERGY;13 boulevard de l'hautil;95000;CERGY;0134353535;contact@ifcae.fr;;605;;nouveau;38121295000020
a25;0952256L;;ORGANISME FORMATION-CFA;TRANSPORT ET LOGISTIQUE AFTRAL;Rue de la Patelle - bâtiment 4;95310;ST OUEN L AUMONE;0134215123;jacques.lebeau@aftral.com;;605;;nouveau;30540504502039
a25;0952258N;;ORGANISME DE FORMATION-CFA;FORMATION CONSEIL STRATEGIE;10 rue Augustin Fresnel;95190;GOUSSAINVILLE;0139860082;stephane.delacourt@f-cs.fr;;605;;nouveau;40166550000039
a27;6200042B;afalasta@cfm-ajaccio.org;CTR DE FORMATION D APPRENTIS;CORSE DU SUD;Chemin de la Sposata;20090;AJACCIO;0495235314;pdesire@cfm-ajaccio.org;1;600;;present_enquete_sifa;18201008200036
a27;6200059V;;GRETA CORSE DU SUD;LGT LAETITIA BONAPARTE;AVENUE NAPOLEON III;20176;AJACCIO CEDEX 1;0495232202;;;710;;nouveau;19201002300021
d94;6200189L;cfa.sartene@educagri.fr;CTR FORMATION APPRENTIS AGRIC.;SARTENE;ROUTE DE LEVIE;20100;SARTENE;0495770976;;1;600;;present_enquete_sifa;19200002400039
a27;6200713F;cfa.acor@ac-corse.fr;CTR DE FORMATION D APPRENTIS;CFA ACOR;Boulevard PASCAL ROSSINI;20192;AJACCIO CEDEX 4;0495106937;;1;600;;present_enquete_sifa;18201922400035
a27;6200723S;lucien.barbolosi@sudcorse.cci.fr;SECTION D'APPRENTISSAGE PRIVEE;CFA INSTITUT CONSULAIRE 2A;0  ROUTE DE L'AÉROPORT;20090;AJACCIO;;;1;630;;present_enquete_sifa;
a27;6200731A;;CENTRE DE FORMATION D'APPRENTI;CFA DU SPORT ET DE L'ANIMATION;00 chemin de la Sposata;20090;AJACCIO;0495106510;cfa@csjc.eu;;600;;nouveau;20007923400023
a27;6200734D;;ORGANISME FORMATION - CFA;AFLOKKAT SARROLA CARCOPINO;00 lieu-dit EFFRICO CENTRE A STE;20167;SARROLA CARCOPINO;04 95 28 73 6;contact@aflokkat.com;;605;;nouveau;52229814000032
a27;7200101X;;GRETA HAUTE CORSE;LT PAUL VINCENSINI;Avenue PAUL GIACOBBI;20600;BASTIA;;;;710;;nouveau;19202583100020
d94;7200157H;christophe.dupont@educagri.fr;CTR FORMATION APPRENTIS AGRIC.;BORGO;LIEU-DIT AGHJA ROSSA;20290;BORGO;0495337729;;1;600;;present_enquete_sifa;19202599700078
a27;7200675W;david.moreau@cfa2b.fr;CTR DE FORMATION D APPRENTIS;HAUTE CORSE;Route du Village;20600;FURIANI;0495592030;;1;600;;present_enquete_sifa;78300521800012
a27;7200680B;v.ollandini@ccihc.fr;INSTITUT MEDITERRANEEN;DE FORMATION;Route de Valrose;20290;BORGO;0495300000;;1;445;;present_enquete_sifa;13001457400078
a27;7200730F;lrinieri@univ-corse.fr;CTR FORMATION APPRENTIS UNIV;UNIVERSITE CORSE;00 QUARTIER GROSSETTI;20250;CORTE;0495450233;apprentissage@univ-corse.fr;1;630;;present_enquete_sifa;
a32;9710646A;celine.venus@yahoo.fr;CTR DE FORMATION D APPRENTIS;CHAMBRE DE METIERS GUADELOUPE;30 avenue du Général de Gaulle;97139;LES ABYMES;0590918585;MSIMION@cmguadeloupe.org;1;600;;present_enquete_sifa;
d01;9710814H;kareen.charles-edouard@educagri.fr;CTR FORMATION APPRENTIS AGRIC.;CFA AGRICOLE GUERY;;97121;ANSE BERTRAND;0590223734;;0;600;;present_non_enquete_sifa;
d01;9711039C;cosette.marinette@educagri.fr;CTR FORMATION APPRENTIS AGRIC;CFA AGRICOLE DE CONVENANCE;;97122;BAIE MAHAULT;0590952786;;1;600;;present_enquete_sifa;
a32;9711051R;w.gendrey@cifabasfo.fr;CTR DE FORMATION D APPRENTIS;CIFAB BERGEVIN;IMMEUBLE ASFO BERGEVIN;97110;POINTE A PITRE;0590894558;d.bebel@cifabasfo.fr;1;600;;present_enquete_sifa;
a32;9711071M;goualal.cfaprovidence@gmail.com;CTR DE FORMATION D APPRENTIS;CFA PROVIDENCE;Montée LES ABYMES;97139;LES ABYMES;0590202628;providence.cfa@gmail.com;1;600;;present_enquete_sifa;43422198200011
a32;9711122T;;CENTRE DE FORMATION CONTINUE;FORE  BAIE-MAHAULT;;97122;BAIE MAHAULT;0590387137;samuel.daneyrole@fore.fr;;700;APP;nouveau;44062052400015
a32;9711147V;;GRETA;GRETA DES ILES DU NORD;Route DE SPRING-CONCORDIA;97052;ST MARTIN CEDEX;0590877204;;;710;;nouveau;19971588900028
a32;9711169U;cfa.stmartin@gmail.com;CTR DE FORMATION D APPRENTIS;CFA DES ILES DU NORD;Route DE SPRING;97150;ST MARTIN;0590291236;cfa.stmartin@gmail.com;1;600;;present_enquete_sifa;19971588900010
a32;9711178D;ferreboeuf-cfajbelloc@orange.fr;CTR DE FORMATION D APPRENTIS;CFA JEAN BELLOC;AGGLOMÉRATION SITE EDUCATIF ST-J;97113;GOURBEYRE;0590811405;;1;600;;present_enquete_sifa;
a32;9711179E;fd.guadeloupe@mfr.asso.fr;CTR DE FORMATION D APPRENTIS;FEDERATION DES MEREO IREO;41  RUE LARDENOY;97100;BASSE TERRE;0590810730;fd.guadeloupe@mfr.asso.fr;1;600;;present_enquete_sifa;38176405900014
a32;9711186M;c.polor@guadeloupe.cci.fr;CTR DE FORMATION D APPRENTIS;CCI  PAP;RUE FELIX EBOUE;97110;POINTE A PITRE;;;1;600;;present_enquete_sifa;
a32;9711229J;kalamus.guadeloupe@orange.fr;CFA;KALAMUS GUADELOUPE;24 zone de Bourgogne;97139;LES ABYMES;;;1;700;;present_enquete_sifa;
a32;9711255M;;CENTRE DE FORMATION CONTINUE;FORE ILES DU NORD;RUE 18 RUE CANNE A SUCRE;97150;ST MARTIN;0590874120;dilenord.joseph@fore.fr;;700;APP;nouveau;42302346400021
a32;9711278M;;GRETA;GRETA DE LA GUADELOUPE;Avenue Marechal Leclerc;97139;LES ABYMES;0590893740;ce.9711278M@ac-guadeloupe.fr;;710;;nouveau;19971405600025
d01;9711280P;;CTR FORMATION APPRENTIS AGRIC;DES MFR DE GUADELOUPE;41 rue Lardenoy;97100;BASSE TERRE;;;;600;;nouveau;
a32;9711283T;;SECTION D'APPRENTISSAGE;DE SAINT-BARTHÉLÉMY;Quartier gustavia;97133;ST BARTHELEMY;0590296000;ce.9710035L@ac-guadeloupe.fr;;630;;nouveau;
